No	TMNo	EnNo	Name	INOUT	Mode	DateTime
604	1	129		0	0	2019/10/08 06:56:47
605	1	171		0	0	2019/10/08 06:58:51
606	1	187		0	0	2019/10/08 06:59:23
607	1	142		0	0	2019/10/08 07:00:09
608	1	60		0	0	2019/10/08 07:00:20
609	1	162		0	0	2019/10/08 07:00:22
610	1	182		0	0	2019/10/08 07:00:49
611	1	153		0	0	2019/10/08 07:01:21
612	1	176		0	0	2019/10/08 07:01:37
613	1	146		0	0	2019/10/08 07:02:16
614	1	151		0	0	2019/10/08 07:03:07
615	1	186		0	0	2019/10/08 07:06:21
616	1	17		0	0	2019/10/08 07:07:13
617	1	173		0	0	2019/10/08 07:25:28
618	1	152		0	0	2019/10/08 07:26:27
619	1	61		0	0	2019/10/08 08:53:42
620	1	142		0	0	2019/10/08 17:02:03
621	1	153		0	0	2019/10/08 17:02:33
622	1	165		0	0	2019/10/08 17:02:37
623	1	151		0	0	2019/10/08 17:02:53
624	1	170		0	0	2019/10/08 17:04:27
625	1	61		0	0	2019/10/08 17:04:56
626	1	60		0	0	2019/10/08 17:05:02
627	1	145		0	0	2019/10/08 17:05:15
628	1	149		0	0	2019/10/08 17:05:41
629	1	175		0	0	2019/10/08 17:06:01
630	1	14		0	0	2019/10/08 17:06:13
631	1	42		0	0	2019/10/08 17:06:18
632	1	17		0	0	2019/10/08 17:06:26
633	1	129		0	0	2019/10/08 17:07:09
634	1	3		0	0	2019/10/08 17:07:26
635	1	184		0	0	2019/10/08 17:07:53
636	1	182		0	0	2019/10/08 17:11:32
637	1	146		0	0	2019/10/08 17:11:55
638	1	156		0	0	2019/10/08 17:16:02
639	1	154		0	0	2019/10/08 17:16:06
640	1	176		0	0	2019/10/08 17:16:13
641	1	152		0	0	2019/10/08 17:16:37
642	1	173		0	0	2019/10/08 17:17:56
643	1	162		0	0	2019/10/08 17:18:51
644	1	159		0	0	2019/10/08 17:23:42
645	1	158		0	0	2019/10/08 17:53:46
646	1	186		0	0	2019/10/08 19:00:53
647	1	187		0	0	2019/10/08 19:01:02
648	1	171		0	0	2019/10/08 19:01:16
649	1	159		0	0	2019/10/09 06:43:48
650	1	165		0	0	2019/10/09 06:45:02
651	1	160		0	0	2019/10/09 06:46:17
652	1	3		0	0	2019/10/09 06:48:19
653	1	42		0	0	2019/10/09 06:51:05
654	1	154		0	0	2019/10/09 06:52:33
655	1	145		0	0	2019/10/09 06:53:05
656	1	142		0	0	2019/10/09 06:53:12
657	1	129		0	0	2019/10/09 06:53:24
658	1	156		0	0	2019/10/09 06:56:07
659	1	171		0	0	2019/10/09 06:56:45
660	1	149		0	0	2019/10/09 06:57:05
661	1	151		0	0	2019/10/09 06:59:52
662	1	184		0	0	2019/10/09 07:00:56
663	1	158		0	0	2019/10/09 07:01:03
664	1	187		0	0	2019/10/09 07:02:37
665	1	153		0	0	2019/10/09 07:02:59
666	1	152		0	0	2019/10/09 07:03:12
667	1	146		0	0	2019/10/09 07:03:26
668	1	186		0	0	2019/10/09 07:03:33
669	1	173		0	0	2019/10/09 07:03:46
670	1	175		0	0	2019/10/09 07:03:51
671	1	176		0	0	2019/10/09 07:03:54
672	1	162		0	0	2019/10/09 07:04:19
673	1	17		0	0	2019/10/09 07:06:44
674	1	60		0	0	2019/10/09 07:20:08
675	1	14		0	0	2019/10/09 08:14:44
676	1	61		0	0	2019/10/09 08:53:33
677	1	60		0	0	2019/10/09 17:02:55
678	1	187		0	0	2019/10/09 17:05:16
679	1	171		0	0	2019/10/09 17:05:33
680	1	186		0	0	2019/10/09 17:05:41
681	1	145		0	0	2019/10/09 17:05:46
682	1	165		0	0	2019/10/09 17:06:23
683	1	153		0	0	2019/10/09 17:06:45
684	1	3		0	0	2019/10/09 17:08:28
685	1	61		0	0	2019/10/09 17:09:35
686	1	151		0	0	2019/10/09 17:09:48
687	1	162		0	0	2019/10/09 17:11:07
688	1	184		0	0	2019/10/09 17:13:33
689	1	176		0	0	2019/10/09 17:17:26
690	1	149		0	0	2019/10/09 17:17:49
691	1	152		0	0	2019/10/09 17:18:07
692	1	17		0	0	2019/10/09 17:22:04
693	1	156		0	0	2019/10/09 17:24:30
694	1	159		0	0	2019/10/09 17:30:50
695	1	145		0	0	2019/10/09 17:44:41
696	1	154		0	0	2019/10/09 17:50:29
697	1	146		0	0	2019/10/09 17:50:50
698	1	173		0	0	2019/10/09 17:51:18
699	1	129		0	0	2019/10/09 17:51:29
700	1	175		0	0	2019/10/09 17:54:46
701	1	160		0	0	2019/10/09 17:54:50
702	1	42		0	0	2019/10/09 17:55:01
703	1	158		0	0	2019/10/09 18:18:49
704	1	162		0	0	2019/10/10 05:54:10
705	1	14		0	0	2019/10/10 06:05:19
706	1	154		0	0	2019/10/10 06:27:08
707	1	165		0	0	2019/10/10 06:35:30
708	1	42		0	0	2019/10/10 06:48:31
709	1	3		0	0	2019/10/10 06:49:25
710	1	145		0	0	2019/10/10 06:51:33
711	1	159		0	0	2019/10/10 06:52:36
712	1	129		0	0	2019/10/10 06:52:56
713	1	156		0	0	2019/10/10 06:53:35
714	1	149		0	0	2019/10/10 06:54:44
715	1	171		0	0	2019/10/10 06:56:29
716	1	152		0	0	2019/10/10 06:56:38
717	1	151		0	0	2019/10/10 07:01:41
718	1	187		0	0	2019/10/10 07:02:59
719	1	153		0	0	2019/10/10 07:03:15
720	1	182		0	0	2019/10/10 07:03:29
721	1	184		0	0	2019/10/10 07:03:41
722	1	158		0	0	2019/10/10 07:03:45
723	1	176		0	0	2019/10/10 07:03:48
724	1	175		0	0	2019/10/10 07:04:01
725	1	146		0	0	2019/10/10 07:04:13
726	1	186		0	0	2019/10/10 07:04:17
727	1	173		0	0	2019/10/10 07:04:43
728	1	142		0	0	2019/10/10 07:08:29
729	1	17		0	0	2019/10/10 07:13:56
730	1	60		0	0	2019/10/10 07:33:15
731	1	61		0	0	2019/10/10 08:59:34
732	1	142		0	0	2019/10/10 17:02:16
733	1	60		0	0	2019/10/10 17:02:44
734	1	165		0	0	2019/10/10 17:03:24
735	1	61		0	0	2019/10/10 17:03:59
736	1	149		0	0	2019/10/10 17:04:35
737	1	162		0	0	2019/10/10 17:04:42
738	1	145		0	0	2019/10/10 17:05:00
739	1	42		0	0	2019/10/10 17:07:14
740	1	151		0	0	2019/10/10 17:08:31
741	1	187		0	0	2019/10/10 17:08:43
742	1	156		0	0	2019/10/10 17:09:00
743	1	14		0	0	2019/10/10 17:09:09
744	1	152		0	0	2019/10/10 17:10:18
745	1	184		0	0	2019/10/10 17:13:02
746	1	129		0	0	2019/10/10 17:13:50
747	1	159		0	0	2019/10/10 17:22:40
748	1	176		0	0	2019/10/10 17:25:15
749	1	154		0	0	2019/10/10 17:25:42
750	1	182		0	0	2019/10/10 17:26:33
751	1	175		0	0	2019/10/10 17:46:40
752	1	158		0	0	2019/10/10 18:12:43
753	1	160		0	0	2019/10/10 18:14:33
754	1	171		0	0	2019/10/10 18:36:54
755	1	186		0	0	2019/10/10 18:36:59
756	1	3		0	0	2019/10/10 18:38:39
757	1	153		0	0	2019/10/10 19:23:04
758	1	17		0	0	2019/10/10 19:26:29
759	1	154		0	0	2019/10/11 06:30:56
760	1	3		0	0	2019/10/11 06:40:34
761	1	42		0	0	2019/10/11 06:43:36
762	1	165		0	0	2019/10/11 06:44:10
763	1	149		0	0	2019/10/11 06:48:00
764	1	159		0	0	2019/10/11 06:52:17
765	1	184		0	0	2019/10/11 06:52:45
766	1	171		0	0	2019/10/11 06:56:42
767	1	152		0	0	2019/10/11 06:57:02
768	1	156		0	0	2019/10/11 06:58:27
769	1	145		0	0	2019/10/11 06:59:05
770	1	170		0	0	2019/10/11 06:59:23
771	1	162		0	0	2019/10/11 06:59:38
772	1	129		0	0	2019/10/11 07:00:02
773	1	182		0	0	2019/10/11 07:00:30
774	1	151		0	0	2019/10/11 07:00:36
775	1	176		0	0	2019/10/11 07:02:06
776	1	175		0	0	2019/10/11 07:02:10
777	1	187		0	0	2019/10/11 07:02:18
778	1	186		0	0	2019/10/11 07:02:44
779	1	146		0	0	2019/10/11 07:03:31
780	1	153		0	0	2019/10/11 07:03:36
781	1	17		0	0	2019/10/11 07:07:45
782	1	142		0	0	2019/10/11 07:08:59
783	1	160		0	0	2019/10/11 07:21:40
784	1	14		0	0	2019/10/11 07:24:49
785	1	60		0	0	2019/10/11 07:30:11
786	1	61		0	0	2019/10/11 09:01:32
787	1	165		0	0	2019/10/11 17:01:59
788	1	149		0	0	2019/10/11 17:02:17
789	1	129		0	0	2019/10/11 17:02:47
790	1	42		0	0	2019/10/11 17:03:27
791	1	60		0	0	2019/10/11 17:03:58
792	1	3		0	0	2019/10/11 17:04:43
793	1	154		0	0	2019/10/11 17:06:24
794	1	153		0	0	2019/10/11 17:08:31
795	1	184		0	0	2019/10/11 17:10:36
796	1	151		0	0	2019/10/11 17:11:21
797	1	14		0	0	2019/10/11 17:12:32
798	1	17		0	0	2019/10/11 17:14:16
799	1	156		0	0	2019/10/11 17:14:21
800	1	182		0	0	2019/10/11 17:15:14
801	1	61		0	0	2019/10/11 17:15:23
802	1	159		0	0	2019/10/11 17:17:48
803	1	176		0	0	2019/10/11 17:20:01
804	1	152		0	0	2019/10/11 17:24:52
805	1	145		0	0	2019/10/11 17:29:15
806	1	186		0	0	2019/10/11 17:29:31
807	1	187		0	0	2019/10/11 17:29:37
808	1	171		0	0	2019/10/11 17:30:30
809	1	162		0	0	2019/10/11 20:04:18
810	1	160		0	0	2019/10/11 20:07:22
811	1	146		0	0	2019/10/11 20:36:47
812	1	170		0	0	2019/10/11 20:36:54
813	1	154		0	0	2019/10/12 06:32:49
814	1	3		0	0	2019/10/12 06:40:45
815	1	159		0	0	2019/10/12 06:42:17
816	1	152		0	0	2019/10/12 06:42:52
817	1	160		0	0	2019/10/12 06:45:00
818	1	156		0	0	2019/10/12 06:45:34
819	1	165		0	0	2019/10/12 06:48:47
820	1	158		0	0	2019/10/12 06:49:02
821	1	149		0	0	2019/10/12 06:49:40
822	1	42		0	0	2019/10/12 06:51:22
823	1	145		0	0	2019/10/12 06:52:58
824	1	129		0	0	2019/10/12 06:56:13
825	1	151		0	0	2019/10/12 06:56:19
826	1	184		0	0	2019/10/12 06:56:36
827	1	170		0	0	2019/10/12 06:57:35
828	1	142		0	0	2019/10/12 06:57:55
829	1	171		0	0	2019/10/12 06:58:33
830	1	187		0	0	2019/10/12 06:58:46
831	1	14		0	0	2019/10/12 07:00:56
832	1	173		0	0	2019/10/12 07:01:05
833	1	162		0	0	2019/10/12 07:01:32
834	1	153		0	0	2019/10/12 07:03:08
835	1	176		0	0	2019/10/12 07:03:12
836	1	175		0	0	2019/10/12 07:03:23
837	1	182		0	0	2019/10/12 07:06:20
838	1	17		0	0	2019/10/12 07:13:01
839	1	60		0	0	2019/10/12 07:24:00
840	1	61		0	0	2019/10/12 08:50:39
841	1	176		0	0	2019/10/12 12:10:01
842	1	175		0	0	2019/10/12 16:11:06
843	1	165		0	0	2019/10/12 16:23:12
